title,id,overview,genres,cast,director,writers,production_companies,producers,original_language,vote_count,vote_average,popularity,runtime,release_date
Who Can Kill a Child?,43751,"A couple of English tourists arrive at the island of Almanzora, off the Spanish Mediterranean coast, where they discover that there are no adults in a small fishing village, only some children who stare at them and smile mysteriously.","Drama, Horror, Thriller","Antonio Canal, José Luis Romero, Prunella Ransome, Pedro Balandín, Marisa Porcel, Fabián Conde, Lewis Fiander, Roberto Nauta, Javier de la Cámara, Luis Mateos, Andrés Gómez, Juan Cazalilla, Marian Salgado, Miguel Narros, Cristina Torres, Antonio Iranzo, Julio Jesús Parra, Juan Antonio Balandín Jr., Lourdes de la Cámara, Carlos Parra, María Luisa Arias, Juan Carlos Romero, Adela Blanco, Aparicio Rivero, Luis Ciges, Maria Druille, Chicho Ibáñez Serrador",Chicho Ibáñez Serrador,"Juan José Plans, Chicho Ibáñez Serrador",Penta Films,Manuel Salvador,es,226,7.1,15.327,112,1976-04-26
The Bad Seed,42196,"Air Force Colonel Kenneth Penmark and his wife, Christine, adore their daughter Rhoda, despite her secret tendency for selfishness. Christine keeps her knowledge of her daughter's darker side to herself, but when a schoolmate of Rhoda's dies mysteriously, her self-deception unravels.","Thriller, Drama, Horror","Vivian Clermont, Shelley Fabares, Patricia Morrow, Violet N. Cane, Gage Clarke, Eileen Heckart, Patty McCormack, Frank Cady, Edna Holland, Henry Jones, Jesse White, Dayton Lummis, Natalie Masters, Adele Taylor, John Truax, William Hopper, Kathy Garver, Don C. Harvey, Nancy Kelly, Paul Fix, Evelyn Varden, Frances Bavier, Joan Croydon",Mervyn LeRoy,"Maxwell Anderson, John Lee Mahin, William March",Warner Bros. Pictures,Mervyn LeRoy,en,223,7.1,15.256,129,1956-09-12
The Cremator,18352,"In 1930s Prague, a Czech cremator who firmly believes cremation relieves one from earthly suffering is drawn inexorably to Nazism.","Comedy, Horror, Drama","M. Šotolová, Eduard Kohout, J. Zeman, M. Mach, H. Schlechtrová, M. Janoušková, Rudolf Hrušínský, J. Němec, Eva Ulincová, Karel Fiala, Vladimír Menšík, Marie Rosůlková, Felix Černý, I. Kučerová, J. Lebeda, Vladimír Čech, E. Otavová, A. Řezníčková, Marie Hübschová, Vlasta Chramostová, Jan Kraus, J. Šmídová, Carmen Mayerová, V. Kebrt, S. Brabcová, Jiří Lír, Yvona Odehnalová, Ilja Prachař, H. Absolonová, C. Zeyerová, J. Balík, František Häusler, Karel Přinesdomů, Zora Božinová, Vl. Grygar, J. Knollová, A. Mařáková, Jana Stehnová, Václav Vodák, Jan Vlček, Jana Šulcová, František Poláček, V. Handlová, E. Tichá, M. Baumrukerová, Nataša Gollová, V. Malečová, B. Mandausová, Jiří Kaftan, Karel Hovorka, Libuše Pešková, Alena Balejová, Jan Řeřicha, Theodor Kunst, Věra Koželuhová, Oldřich Vízner, František Kubíček, Jiřina Bílá, J. Hladký, S. Študentová, K. Geipel, Pavla Břínková, J. Krupička, J. Scheybová, Josef Kemr, Jindřich Narenta, Václav Štekl, Zuzana Rumlová, J. Englická, H. Francová, H. Sládková, E. Kamesleimerová, Helena Kotoučová, M. Jílková, Josef Střecha, H. Troníčková, I. Svobodová, Helena Anýžová, Jiří Hálek, Míla Myslíková, Miloš Vognič, Dimitri Rafalsky, Rudolf Iltis, J. Tomšů, Alfred Růžička, M. Smolová, Miloslav Šindler, J. Seyfertová, E. Šumberová, Václav Halama, Jiřina Jandová, Erich Fichtner, Radomír Hubáček, J. Škrabanová, Olga Bušková, Růžena Vlčková, M. Bohatová, Z. Povolná, L. Geussová, J. Pacáková, E. Brázdová, Vratislav Hurych, Věra Vlčková, K. Kučerová, Z. Šumberová, Jaroslav Toms, Jiří Němeček, Václav Kotva, Zdeněk Šmidrkal, Jiří Menzel",Juraj Herz,"Ladislav Fuks, Vladimír Bor, Juraj Herz",Filmové studio Barrandov,Jiří Šebor,cs,201,7.711,12.279,101,1969-03-14
Spellbound,92499,A magician meets a weird girl and offers her to work together in his magic show. It's only until a year later that he starts to know her personally and develops a feeling towards her despite her own problems.,"Horror, Comedy, Fantasy","Um Tae-goo, Kim Hyun-sook, Park Cheol-min, Lee Min-ki, Kim Soo-min, Son Ye-jin, Yoon Ji-min, Hwang Seung-eon",Hwang In-ho,"Lee Seu-ra, Hwang In-ho","Sang Sang Film, CJ Entertainment","Lee Won-tae, An Young-jin, Kim Tak-hwan, Ahn Sang-hoon",ko,191,7.6,22.511,114,2011-12-01
Zygote,464111,The two remaining crew members of a mining operation in the Arctic Circle fight to survive against an alien creature.,"Horror, Science Fiction","Jose Pablo Cantillo, Dakota Fanning",Neill Blomkamp,"Neill Blomkamp, Thomas Sweterlitsch, Terri Tatchell",Oats Studios,"Mike Blomkamp, Steven St. Arnaud",en,156,7.035,8.983,23,2017-07-12
MexZombies,675054,"A group of teenagers must face a zombie apocalypse, and help reestablish order.","Horror, Action, Comedy","Mayra Batalla, Raúl Villegas, Luciana Vale, Alejandro Puente, Alejandro Cuétara, Mario Alberto Monroy, Ricardo Polanco, Anna Ciocchetti, Vincent Michael Webb, Pascacio López, Marcelo Barcelo, Roberta Damián, Iñaki Godoy, Isabella Camil, Sara Maldonado, Diego Jáuregui, Daniel Tovar, Bárbara de Regil",Chava Cartas,"Luis Gamboa, Santiago Limón",Draco Films,"Ruth Cherem Daniel, Concepción Taboada, Francisco González Compeán",es,145,7.1,25.531,93,2022-10-26
The Wolf House,499537,"María, a girl from Colonia Dignidad, in Chile —a kind of sectarian community, tyrannically mastered by the ruthless Paul Schäfer, a German madman, religious fanatic and child predator, who would end up turning the place into a torture center at the service of the military dictatorship ruled by Augusto Pinochet—, is punished for having lost three pigs, so she decides to run away and take refuge in an abandoned house hidden in the forest.","Animation, Horror, Drama","Natalia Geisse, Amalia Kassai, Javiera Ramirez, Rainer Krause, Karina Hyland, Carlos Cociña","Cristóbal León, Joaquín Cociña","Alejandra Moffat, Cristóbal León, Joaquín Cociña","Diluvio, Globo Rojo","Catalina Vergara, Niles Atallah",es,135,7.6,10.792,75,2018-09-26
Cigarette Burns,327389,"With a torrid past that haunts him, a movie theatre owner is hired to search for the only existing print of a film so notorious that its single screening caused the viewers to become homicidally insane.","Horror, TV Movie","Norman Reedus, Chris Gauthier, Gary Hetherington, Crystal Mudry, Christian Bocher, Julius Chapple, Gwynyth Walsh, Christopher Redman, Rikki Gagne, Zara Taylor, Colin Foo, Brahm Taylor, Chris Britton, Lynn Wahl, Taras Kostyuk, Udo Kier, Brad Kelly, Douglas Arthurs",John Carpenter,"Drew McWeeny, Rebecca Swan","Reunion Pictures, IDT Entertainment, Industry Works Entertainment, Nice Guy Productions","Bo Altherr, John W. Hyde, Tom Rowe, Mick Garris, Andrew Deane, Lisa Richardson, Adam Goldworm, Stephen R. Brown, Morris Berger, Keith Addis",en,122,7.369,9.336,59,2005-12-16
Ghostwatch,46633,"For Halloween 1992, the BBC decides to broadcast an investigation into the supernatural, hosted by TV chat-show legend Michael Parkinson. Parky (assisted by Mike Smith, Sarah Greene & Craig Charles) and a camera crew attempt to discover the truth behind the most haunted house in Britain. This ground-breaking live television experiment does not go as planned, however.","TV Movie, Horror","Mark Lewis, Brid Brennan, Katherine Stark, Craig Charles, Sarah Greene, Mike Aiton, Cherise Wesson, Mike Smith, Gillian Bevan, Colin Stinton, Chris Miller, Diana Blackburn, Ruth Sheen, Keith Ferrari, Linda Broughton, Derek Smee, Mark Drewary, Roger Tebb, Michael Parkinson, Michelle Wesson, Brendan O'Hea",Lesley Manning,Stephen Volk,BBC,"Richard Broke, Ruth Baumgarten",en,120,7.1,7.659,91,1992-10-31
Pee Mak,184219,"Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.","Comedy, Romance, Horror","Chatpong Nattapong, Attharut Kongrasri, Nimit Luksameepong, Jongruay Somjinna, Pongsatorn Jongwilas, Satdha Sutdhathip, Sean Jindachot, Sirinuch Petchurai, Davika Hoorne, Mario Maurer, Kantapat Permpoonpatcharasuk",Banjong Pisanthanakun,"Banjong Pisanthanakun, Nontra Kumwong, Chantavit Dhanasevi","GMM Tai Hub (GTH), Jor Kwang Films","Boosaba Daorueng, Vanridee Pongsittisak, Suwimon Techasupinan, Jina Osothsilp, Chenchonnee Soonthornsaratul, Paiboon Damrongchaitham",th,112,7.241,18.922,111,2013-03-28
Even the Wind Is Afraid,68627,"A group of college students, led by Claudia, decide to investigate a local tower that has figured prominently in disturbing reoccurring dreams Claudia has been having. They are suspended from school for their antics, but Claudia learns from one of the female staff members that the person in the dream is a student who killed herself years before and that the headmistress has seen her ghost.","Horror, Thriller, Drama","Renata Seydel, Marga López, Elizabeth Dupeyrón, Saidi Dupeyron, Lourdes Baledon, Rafael Llamas, Maricruz Olivier, Enrique García Álvarez, Irma Castillon, Alicia Bonet, Norma Lazareno, Rita Sabre Marroquin, Pamela Susan Hall",Carlos Enrique Taboada,Carlos Enrique Taboada,Tauro Films,Adolfo Grovas,es,111,7.77,7.407,88,1968-05-30
Empire of Passion,49096,"In a small Japanese village at the end of the 19th century, a rickshaw driver's wife takes on a much younger lover and the two conspire to murder him.","Drama, Romance, Horror","Takahiro Tamura, Kenzō Kawarasaki, Takaaki Sugiura, Masami Hasegawa, Takuzō Kawatani, Tatsuya Kimura, Sumie Sasaki, Akiko Koyama, Taiji Tonoyama, Kazuko Yoshiyuki, Eizô Kitamura, Tatsuya Fuji, Akiyoshi Fujiwara, Osugi",Nagisa Ōshima,"Itoko Nakamura, Nagisa Ōshima","TOHO-TOWA, Argos Films, Oshima Productions, TOHO","Shigeru Wakatsuki, Anatole Dauman",ja,107,7.023,17.821,105,1978-09-06
The Carmilla Movie,421131,"It has been five years since Laura and Carmilla vanquished the apocalypse and Carmilla became a bonafide mortal human. They have settled in to a cozy apartment in downtown Toronto, Laura continues to hone her journalism skills while Carmilla adjusts to a non-vampire lifestyle. Their domestic bliss is suddenly ruptured when Carmilla begins to show signs of """"re-vamping"""" – from a fondness for bloody treats to accidental biting – while Laura has started having bizarre, ghostly dreams. The couple must now enlist their old friends from Silas University to uncover the unknown supernatural threat and save humanity – including Carmilla's.","Horror, Comedy, Romance","Sharon Belle, Grace Lynn Kung, Kaitlyn Alexander, Annie Briggs, Cara Gee, Sophia Walker, Dominique Provost-Chalkley, Natasha Negovanlis, Matt O'Connor, Nicole Stamp, Elise Bauman",Spencer Maybee,"Jordan Hall, Alejandro Alcoba, Sheridan Le Fanu",Shaftesbury Films,"Scott Garvie, Steph Ouaknine, Melanie Windle, Jay Bennett, Christina Jennings",en,104,7.394,14.457,94,2017-10-26
Black Butler,220447,"Set in the year 2020, Shiori Genbo runs the large corporation Funtom. Shiori is also a descendant of prestigious noble family Phantomhive of England. As a descendant of the noble family Phantomhive, Shiori solves difficult cases which are ordered by the queen. In order to take revenge, Shiori makes a deal with Butler Sebastian. Their deal involves Butler Sebastian protecting Shiori until her revenge is fulfilled and then Sebastian will consume her spirit.","Horror, Fantasy, Action, Adventure, Mystery, Crime, Drama","Masatō Ibu, Yoshihiro Nozoe, Yuka, Matthew, Louis Kurihara, Chiaki Horan, Miyuki Yokoyama, Goro Kishitani, Tomomi Maruyama, Marina Kozawa, Takuro Ohno, Ayame Gouriki, Satoshi Hashimoto, Hiro Mizushima, Emiri Kai, Yu Shirota, Tarō Shigaki, Arisa Yoshida, Ichirôta Miyakawa, Ken Yasuda, Ken Kaito, Mizuki Yamamoto","Keiichi Sato, Kentaro Otani","Yana Toboso, Tsutomu Kuroiwa","C&I entertainment, Avex Entertainment, Warner Bros. Japan, Square Enix, Tokyu Recreation, GAGA Corporation, A-Station, GYAO, East Japan Marketing & Communications, ROCKWORKS","William Ireton, Shinzo Matsuhashi",ja,106,7.2,10.615,119,2014-01-18
Train to Busan,396535,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.","Horror, Thriller, Action, Adventure","Ma Dong-seok, Baek Seung-hwan, Han Ji-eun, Jung Young-ki, Kim Won-jin, Jeon Ye-eun, Kim Woon, Choi Gwi-hwa, Kim Eui-sung, Kim Joo-heon, Kim Jae-rok, Han Sung-soo, Shim Eun-kyung, Park Myung-shin, Lee Joong-ok, Choi Woo-sung, Jeong Seok-yong, Kim Su-an, Kim Chang-hwan, Choi Woo-shik, Ok Joo-ri, Cha Chung-hwa, Jung Yu-mi, Yeon Sang-ho, Song Ji-hyuk, Jang Hyuk-jin, Ye Su-jeong, Lee Joo-sil, Gong Yoo, Kim Keum-soon, Chyu Kwang-hyun, An So-hee, Do-im Woo",Yeon Sang-ho,"Yeon Sang-ho, Park Joo-suk","Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, KTB Network, Korean Film Council","Lee Dong-ha, Kim Yeon-ho, Kim Woo-taek",ko,6995,7.756,94.472,118,2016-07-20
28 Days Later,170,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","Horror, Thriller, Science Fiction","Christopher Eccleston, Adrian Christopher, Megan Burns, Terry John, Sebastian Knapp, Luke Mably, Kim McGarrity, Al Stokes, Naomie Harris, Jenni Lush, Stuart McQuarrie, Junior Laniyan, Joelle Simpson, Marvin Campbell, Ricci Harnett, Toby Sedgwick, Alex Palmer, David Schneider, Cillian Murphy, Noah Huntley, Nick Ewans, Tristan Matthiae, Christopher Dunne, Sanjay Rambaruth, Paul Kasey, Steen Young, Nicholas James Lewis, Ray Panthaki, Emma Hitching, Justin Hackney, Jukka Hiltunen, Bindu De Stoppani, Alexander Delamere, Richard Dwyer, Jeffrey Rann, Leo Bill, Brendan Gleeson",Danny Boyle,Alex Garland,DNA Films,Andrew Macdonald,en,6334,7.212,50.084,113,2002-10-31
A Quiet Place Part II,520763,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.","Science Fiction, Thriller, Horror","Michaela Pace, Ashley Dyke, David Lundy, Kyle Licht, Silas Pereira-Olson, Zachary Golinger, Millicent Simmonds, John Krasinski, Robert A. Coldicott, Noah Jupe, Scott Matheny, Wayne Duvall, Stefania Warwick, Gary Sundown, Lauren-Ashley Cristiano, Blake DeLong, Cristalis Bonilla, Cillian Murphy, Alice Sophie Malyukova, Emily Blunt, Alycia Ripley, Bill Smith, Okieriete Onaodowan, Domonic Taggart, Sheri Fairchild, Djimon Hounsou, Dean Woodward, Scoot McNairy, Barbara Singer",John Krasinski,"Bryan Woods, John Krasinski, Scott Beck","Paramount, Platinum Dunes, Sunday Night","John Krasinski, Bradley Fuller, Michael Bay, Aaron Janus, Allyson Seeger, JoAnn Perritano, Andrew Form",en,5984,7.493,67.547,97,2021-05-21
From Dusk Till Dawn,755,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.","Horror, Action, Thriller, Crime","Aimee Graham, Michael Parks, Annette Harper, Heidi McNeal, George Clooney, John Saxon, Rosalia Hayakawa, John Hawkes, Ernest Liu, Cecilia Montiel, Mike Moroff, Madison Clark, Harvey Keitel, Brenda Hillhouse, Kelly Preston, Juliette Lewis, Michael McKay, Michelle Berube, Janine Jordae, Peter Atanasoff, Johnny Vatos Hernandez, Ungela Brockman, Marc Lawrence, Walter Phelan, Tito Larriva, Cristos, Jake McKinnon, Tom Savini, Ernest M. Garcia, Robert Rodriguez, Cheech Marin, Tia Texada, Wayne Toth, Danny Trejo, Lawrence Bender, Fred Williamson, Salma Hayek Pinault, Quentin Tarantino, Greg Nicotero",Robert Rodriguez,"Robert Kurtzman, Quentin Tarantino","Los Hooligans Productions, A Band Apart, Dimension Films","Lawrence Bender, Gianni Nunnari, Robert Rodriguez, Quentin Tarantino, Meir Teper",en,5609,7.019,64.329,108,1996-01-19
The Black Phone,756999,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.","Horror, Thriller, Crime, Drama","Rebecca Clarke, Kellan Rhude, Troy Rudeseal, E. Roger Mitchell, Jacob Moran, Mike Bailey, Jeremy Davies, Kristina Arjona, Sheila M. O'Rear, Jordan Isaiah White, Banks Repeta, Brady Ryan, Brady Hepner, Parrish Stikeleather, Miguel Cazarez Mora, Ryan Cronan, Braxton Alexander, Tristan Pravong, Robert Fortunato, James Ransone, Andrew Farmer, Matthew Simmons, Gina Jun, Rocco Poveromo, Ethan Hawke, Ron Blake, Mark Riccardi, Megan Petersen, Christine Connelly, J. Gaven Wilde, Mason Thames, Bay Allebach, Chris TC Edge, T. Maxwell Martin, Madeleine McGraw, Spencer Fitzgerald",Scott Derrickson,"C. Robert Cargill, Scott Derrickson, Joe Hill","Universal Pictures, Blumhouse Productions, Crooked Highway","Scott Derrickson, Ryan Turek, Joe Hill, Jason Blum, C. Robert Cargill, Christopher H. Warner",en,4501,7.643,69.527,103,2022-06-22
Night of the Living Dead,10331,"A group of strangers trapped in a farmhouse find themselves fending off a horde of recently dead, flesh-eating ghouls.","Horror, Thriller, Science Fiction","Richard France, Karl Hardman, Rudy Ricci, Kyra Schon, Russell Streiner, Phillip Smith, William Mogush, Richard Ricci, Paula Richards, Mark Ricci, Dave James, Herbert Summer, George Kosana, Lee Hartman, John Simpson, A.C. McDonald, Jason Richards, George A. Romero, John A. Russo, Marilyn Eastman, Sharon Carroll, Ella Mae Smith, Al Croft, Judith Ridley, S. William Hinzman, Duane Jones, Samuel R. Solito, Charles Craig, Steve Hutsko, Frank Doak, Randy Burr, William Burchinal, Joann Michaels, Bill Cardille, Ross Harris, Jack Givens, Judith O'Dea, Keith Wayne",George A. Romero,"John A. Russo, George A. Romero",Image Ten,"Karl Hardman, Russell Streiner",en,2290,7.621,32.391,96,1968-10-04
#Alive,614696,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.","Horror, Action, Adventure, Thriller","Jin So-yeon, Oh Hye-won, Kim Hak-seon, Park Shin-hye, So Hee-jung, Lee Hyun-wook, Jeon Woon-jong, Kim Hyun-woo, Yang Mal-bok, Jang Ji-gun, Joo Bo-bi, Lee Chae-kyung, Son Kyoung-won, Jeon Bae-soo, Na Gyeong-cheol, Lee Kyu-ho, Yoo Yeon, Yoo Ah-in, Jang Ui-don, Lee Seung-jin",Cho Il,"Cho Il, Matt Naylor","Lotte Entertainment, Zip Cinema, Perspective Pictures","Saerom Kim, Song Dae-chan, Oh Hyo-jin, Lee Eugene, Ki Won-gyu, Saemi Kim",ko,1677,7.3,29.298,98,2020-06-24
The Dead Zone,11336,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.","Thriller, Horror, Science Fiction","Vera Winiauski, Joe Kapnaiko, Sean Sullivan, Leslie Carlson, Colleen Dewhurst, Jack Messinger, John Koensgen, Barry Flatman, Julie-Ann Heathwood, David Rigby, Raffi Tchalikian, Cindy Hinds, Roger Dunn, William B. Davis, Christopher Walken, Simon Craig, Herbert Lom, James Bearden, Hardee T. Lineham, Jackie Burroughs, Ramon Estevez, Helene Udy, Roberta Weiss, Martin Sheen, Seirge LeBlanc, Peter Dvorsky, Bill Copeland, Nicholas Campbell, Joseph Domenchini, Gordon Jocelyn, Tom Skerritt, Brooke Adams, Chapelle Jaffe, Claude Rae, Vladimir Bondarenko, Anthony Zerbe, Ken Pogue, Géza Kovács",David Cronenberg,"Stephen King, Jeffrey Boam","Lorimar Film Entertainment, Dino De Laurentiis Company","Debra Hill, Dino De Laurentiis",en,1531,7.031,21.381,103,1983-10-21
The Cabinet of Dr. Caligari,234,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.","Drama, Horror, Thriller, Crime","Rudolf Lettinger, Elsa Wagner, Conrad Veidt, Hans Lanser-Rudolf, Ludwig Rex, Werner Krauß, Friedrich Fehér, Lil Dagover, Hans Heinrich von Twardowski, Rudolf Klein-Rogge, Henri Peters-Arnolds",Robert Wiene,"Hans Janowitz, Carl Mayer",Decla Film Gesellschaft Holz & Co.,"Rudolf Meinert, Erich Pommer",de,1465,7.948,23.026,78,1920-02-27
Re-Animator,1694,"Conducting clandestine experiments within the morgue at Miskatonic University, scientist Herbert West reveals to a fellow graduate student his groundbreaking work concerning the re-animation of fresh corpses.","Science Fiction, Comedy, Horror","Barbara Pieters, Barbara Crampton, Velvet Debois, Ian Patrick Williams, Mike Filloon, James Earl Cathay, Gerry Black, Derek Pendleton, Gene Scherer, Jeffrey Combs, Robert Sampson, Peter Kent, Robert Holcomb, Al Berry, Bruce Abbott, James Ellis, Carolyn Purdy-Gordon, Annyce Holzman, David Gale, Bunny Summers",Stuart Gordon,"Dennis Paoli, Stuart Gordon, William Norris, H.P. Lovecraft",Empire Pictures,"Brian Yuzna, Michael Avery, Bruce William Curtis",en,1367,7.056,19.773,86,1985-10-18
The Devil's Backbone,1433,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.","Fantasy, Drama, Horror, Thriller","José Manuel Lorenzo, Adrián Lamana, Francisco Maestre, Víctor Elías, Daniel Esparza, Irene Visedo, Miguel Ortiz, Junio Valverde, Javier Bódalo, Marisa Paredes, Íñigo Garcés, Fernando Tielve, Berta Ojea, Eduardo Noriega, Juan Carlos Vellido, Federico Luppi",Guillermo del Toro,"Carlos Giménez, Guillermo del Toro, David Muñoz, Antonio Trashorras","Producciones Anhelo, Canal+ España, Tequila Gang, Sogepaq, El Deseo","Agustín Almodóvar, Bertha Navarro",es,1160,7.3,17.751,108,2001-04-20
Shin Godzilla,315011,"When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.","Action, Science Fiction, Horror","Hiroki Hasegawa, Kazuo Hara, Ken'ichi Yajima, Isshin Inudo, Kengo Kora, Toru Nomaguchi, Ren Mori, Sho Oyamada, Akira Ogata, Satoru Matsuo, Shohei Abe, Suzuki Matsuo, Yusuke Sugiyama, Hairi Katagiri, Kanji Tsuda, Shingo Tsurumi, Atsuko Maeda, Akira Emoto, Tetsu Watanabe, Ren Osugi, Sei Hiraizumi, Jun Kunimura, Toru Tezuka, Ken Mitsuishi, Akira Hamada, Kyūsaku Shimada, Arata Furuta, Jun Hashimoto, Mayumi Ogawa, Shinya Tsukamoto, Kimiko Yo, Yutaka Takenouchi, Katsuhiko Yokomitsu, Keisuke Koide, Pierre Taki, Takahiro Miura, Kihachi Okamoto, Ikuji Nakamura, Issey Takahashi, Yohta Kawase, Kôsei Katô, Hideaki Anno, Daisuke Kuroda, KREVA, Yuu Kamio, Takumi Saitoh, Morooka Moro, Mansai Nomura, Tarô Suwa, Mikako Ichikawa, Satomi Ishihara","Hideaki Anno, Shinji Higuchi","Hideaki Anno, Ikki Todoroki, Takeo Murata, Ishirō Honda, Mahiro Maeda, Kazuya Tsurumaki, Shinji Higuchi, Masayuki","Toho Pictures, Cine Bazar, TOHO","Minami Ichikawa, Kazutoshi Wadakura, Masaya Shibusawa, Yoshihiro Sato, Taichi Ueda, Akihiro Yamauchi",ja,1139,7.155,64.236,120,2016-07-29
Invasion of the Body Snatchers,11549,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,"Science Fiction, Horror, Thriller","Everett Glass, Dabbs Greer, Whit Bissell, Guy Way, Kevin McCarthy, Sam Peckinpah, Dana Wynter, Marie Selland, Larry Gates, Bobby Clark, Kenneth Patterson, Ralph Dumke, Virginia Christine, Richard Deacon, Robert Osterloh, Tom Fadden, Eileen Stevens, Carolyn Jones, J. Pat O'Malley, King Donovan, Harry J. Vejar, Beatrice Maude, Jean Willes, Jean Andren, Guy Rennie",Don Siegel,"Daniel Mainwaring, Jack Finney, Richard Collins","Allied Artists Pictures, Walter Wanger Productions",Walter Wanger,en,993,7.469,20.082,80,1956-02-05
The Exorcism of God,836225,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.","Horror, Crime, Drama, Fantasy","Will Beinbrink, Raquel Rojas, Nuria Gil, Jesse Celedon, Juan Ignacio Aranda, María Gabriela de Faría, María Antonieta Hidalgo, Eloísa Maturén, Irán Castillo, Hector Kotsifakis, Evelia Di Gennaro, Alfredo Herrera, Joseph Marcell, Simona Chirinos",Alejandro Hidalgo,"Santiago Fernández Calvete, Alejandro Hidalgo",Epica Pictures INC,"Antonio Abdo, Joel Seidl, Alejandro Hidalgo, Karim Kabche",en,963,7.114,53.579,98,2022-03-11
Godzilla,1678,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.","Thriller, Horror, Science Fiction","Fuyuki Murakami, Sôkichi Maki, Yasuhisa Tsutsumi, Keiji Sakakida, Kiyoshi Kamata, Junpei Natsuki, Ren Imaizumi, Kenji Sahara, Takashi Shimura, Seijirô Onda, Sachio Sakai, Shizuko Azuma, Tadashi Okabe, Akihiko Hirata, Katsumi Tezuka, Tsuruko Mano, Shizuko Higashi, Momoko Kôchi, Haruo Nakajima, Saburô Iketani, Jirô Mitsuaki, Hiroshi Hayashi, Ren Yamamoto, Akira Takarada, Kokuten Kōdō, Kin Sugai, Takeo Oikawa, Toyoaki Suzuki, Toranosuke Ogawa, Tamae Sengo",Ishirō Honda,"Eiji Tsuburaya, Shigeru Kayama, Takeo Murata, Ishirō Honda, Tomoyuki Tanaka",TOHO,"Tomoyuki Tanaka, Iwao Mori",ja,879,7.594,43.437,96,1954-11-03
Vampire Hunter D: Bloodlust,15999,"D has been hired to track down Meier Link, a notoriously powerful vampire who has abducted a woman, Charlotte Elbourne. D's orders are strict - find Charlotte, at any cost. For the first time, D faces serious competition. The Markus Brothers, a family of Vampire Hunters, were hired for the same bounty. D Must intercept Meier and conquer hostile forces on all sides in a deadly race against time.","Animation, Fantasy, Horror, Action","Alex Fernandez, Matt McKenzie, Dwight Schultz, Andrew Philpot, John Rafter Lee, Jack Fletcher, John Hostetter, Yoko Soumi, Wendee Lee, Mary Elizabeth McGlynn, John DiMaggio, Michael McShane, Pamela Adlon",Yoshiaki Kawajiri,"Hideyuki Kikuchi, Yoshiaki Kawajiri","Madhouse, Goodhill Vision","Mataichirô Yamamoto, Masao Maruyama, Takayuki Nagasawa",ja,582,7.532,31.689,103,2000-08-25
